label,events,paper_events,legs,total_return,cagr,max_dd,sharpe,exposure,leg_winrate,leg_pf,event_winrate,event_pf,avg_event,worst_event,best_event
gated full | cap 1x,106,141,530,3.702499300001933,0.2704751093293032,-0.2763333906538502,1.021718215887584,0.0691820571166499,0.6,1.9351205574003438,0.6320754716981132,2.1240774920448877,0.016536459254445433,-0.1674693792597913,0.21952899780092705
gated full | cap 2x,106,141,530,3.9551730751015217,0.28079920306776196,-0.4222201752464374,0.8921085854931812,0.0691820571166499,0.5962264150943396,1.8400652627854344,0.6226415094339622,1.8997177973835977,0.018470384917203785,-0.20532055207198016,0.24478862456605863
gated full | cap 3x,106,141,530,2.9769962695685206,0.2379775140993572,-0.46092151146862603,0.7931135864860938,0.0691820571166499,0.5886792452830188,1.7850498613015193,0.6132075471698113,1.7766606162997503,0.016332956826372074,-0.20532055207198016,0.24478862456605863
gated full | cap 5x,106,141,530,2.9769962695685206,0.2379775140993572,-0.46092151146862603,0.7931135864860938,0.0691820571166499,0.5886792452830188,1.7850498613015193,0.6132075471698113,1.7766606162997503,0.016332956826372074,-0.20532055207198016,0.24478862456605863
