label,cagr,sharpe,max_dd,daily_pf,daily_wr,ann_vol,total_x
replica | their IS (<=2024-12),0.8666668497988097,1.601248895738579,-0.40444923385631804,1.2790000546258196,0.5062429057888763,0.4534913431737424,22.423102201742093
replica | their OOS / common OOS (>=2025-01),2.7557033755757976,3.312223955598071,-0.20153677879113752,1.6224425585370739,0.5850860420650096,0.427188607311269,6.651171243250141
replica | RIFT OOS window (>=2024-07),1.8536547636130827,2.578587623154369,-0.38358658652666555,1.4652414092013313,0.5502121640735502,0.44489801724580796,7.612066334597182
replica | full,1.1829931938151579,1.9652055671340456,-0.40444923385631804,1.3479861415833319,0.5245183887915937,0.4480100042907574,149.28619601897665
