events,legs,total_return,cagr,max_dd,sharpe,exposure,leg_winrate,leg_pf,event_winrate,event_pf,avg_event,worst_event,best_event,z_thr,aftershock_gap,aftershock_win,n_picks,hold_hours,target_risk
128,640,1.152821724112556,0.18438574076911118,-0.34371876135465984,0.740024926569364,0.11918363238291768,0.5546875,1.649982987932294,0.609375,1.4845749147545886,0.0065074282491591594,-0.13074234968954546,0.1317173986805562,2.0,24.0,72.0,5,36,0.06
128,640,1.907440767839642,0.26559418208770724,-0.5233830642314621,0.7399591797983404,0.11918363238291768,0.5546875,1.649982987932294,0.609375,1.4845198299316118,0.0108444808448644,-0.21790391614924243,0.21952899780092702,2.0,24.0,72.0,5,36,0.1
148,1184,0.5647121003819449,0.10385157729431804,-0.6083134900766403,0.47290037609839514,0.048418350655560306,0.5481418918918919,1.2719651667810696,0.6081081081081081,1.273845003406688,0.004505371935380566,-0.3019710921733432,0.13771797247438416,2.0,24.0,72.0,8,12,0.06
148,1184,0.5222147413950877,0.09716387357275602,-0.7961070981169669,0.4673891961519546,0.048418350655560306,0.5481418918918919,1.2719651667810696,0.6081081081081081,1.2717105983974528,0.007333068796052555,-0.5032851536222388,0.22952995412397362,2.0,24.0,72.0,8,12,0.1
148,1184,2.0190060791779714,0.2761552676992436,-0.3812721578198922,0.9436912605619633,0.09311221279915444,0.5701013513513513,1.6303196324793323,0.5945945945945946,1.586349299906056,0.008544188337350597,-0.22738654665575636,0.12415870024813601,2.0,24.0,72.0,8,24,0.06
148,1184,3.849182767747936,0.41684886994366743,-0.5679213494902609,0.9415786299427383,0.09311221279915444,0.5701013513513513,1.6303196324793323,0.5945945945945946,1.5844626425843102,0.014194493780374212,-0.37897757775959395,0.20693116708022669,2.0,24.0,72.0,8,24,0.1
128,1024,1.2392647655259914,0.19472093519846956,-0.3823730364159994,0.7790525932976555,0.11918363238291768,0.5732421875,1.598221995565814,0.6015625,1.5161373639425895,0.006817262426807938,-0.1300523354507098,0.1241951369663633,2.0,24.0,72.0,8,36,0.06
128,1024,2.1044302137362196,0.28403800703510873,-0.5692187112048367,0.7758416769508308,0.11918363238291768,0.5732421875,1.598221995565814,0.6015625,1.5134757766667264,0.011303512604367651,-0.21675389241784968,0.20699189494393883,2.0,24.0,72.0,8,36,0.1
185,555,1.414129731362562,0.21471193777845987,-0.6817376600203638,0.7168496958786902,0.06052293831945039,0.5477477477477477,1.5256569608676003,0.5675675675675675,1.3810644179721179,0.0063072700462276235,-0.32373268542561656,0.21637172451192144,2.0,24.0,96.0,3,12,0.06
185,555,1.9242062576939674,0.2672011917454822,-0.8682694597337602,0.7157561699150667,0.06052293831945039,0.5477477477477477,1.5256569608676003,0.5675675675675675,1.3822708279474758,0.010363085873917247,-0.5395544757093611,0.36061954085320247,2.0,24.0,96.0,3,12,0.1
