label,total_return,cagr,max_dd,sharpe,cycles,cycle_winrate,cycle_pf,traded_winrate
RIFT capped | IS,15.494534088544636,0.8704541497096527,-0.3907253466973952,1.5181835580726935,233,0.463519313304721,2.0504108163198858,0.574468085106383
RIFT capped | OOS,3.804867113655768,1.2499346664288655,-0.48129037029223976,1.4977095741118103,100,0.54,1.6834368420373291,0.54
RIFT capped | full,148.1952284388223,1.1827856860199364,-0.5107473898494882,1.637073284432486,334,0.5089820359281437,2.0813387870075135,0.5882352941176471
RIFT capped+gate | IS,10.323820468065854,0.7197140081657927,-0.3907253466973942,1.3858355358836696,233,0.4248927038626609,2.017101355720912,0.5755813953488372
RIFT capped+gate | OOS,2.485243752215724,0.9060234213716016,-0.4812903702922401,1.3993351407500314,100,0.36,1.7836439006154423,0.5294117647058824
RIFT capped+gate | full,84.86138180411807,1.0025724930961606,-0.5107473898494881,1.530786832449584,334,0.47305389221556887,2.05867490990474,0.5917602996254682
