label,events,paper_events,legs,total_return,cagr,max_dd,sharpe,exposure,leg_winrate,leg_pf,event_winrate,event_pf,avg_event,worst_event,best_event
gated full | 5bps/side,108,141,540,4.209387073671905,0.2907464718519879,-0.5221051066207096,0.9029471337018579,0.07048737894903953,0.6055555555555555,1.8504528798245643,0.6111111111111112,1.9012575146139579,0.018686139042273682,-0.20409453360233817,0.24666150077376048
gated full | 10bps/side,106,141,530,2.9769962695685206,0.2379775140993572,-0.46092151146862603,0.7931135864860938,0.0691820571166499,0.5886792452830188,1.7850498613015193,0.6132075471698113,1.7766606162997503,0.016332956826372074,-0.20532055207198016,0.24478862456605863
gated full | 15bps/side,104,141,520,2.225742445728845,0.1985396629893239,-0.4280020422155616,0.7044808943700817,0.06787673528426029,0.5807692307692308,1.6863440431285475,0.6153846153846154,1.675252393610735,0.0145438358671776,-0.20654657054162212,0.24291574835835678
gated full | 20bps/side,100,141,500,1.7895016673323965,0.17191040835691118,-0.4337304051010282,0.6411283545980025,0.06526609161948105,0.574,1.6236803028573266,0.6,1.6243476868364428,0.013593085814773826,-0.2077725890112641,0.24104287215065492
