events,paper_events,legs,total_return,cagr,max_dd,sharpe,exposure,leg_winrate,leg_pf,event_winrate,event_pf,avg_event,worst_event,best_event,z_thr,aftershock_gap,aftershock_win,n_picks,hold_hours,target_risk
30,30,120,0.2751254825912779,0.0551033171444979,-0.1389357075863149,0.5674612341179562,0.027933663839746332,0.6083333333333333,2.479342109933155,0.6666666666666666,1.8826990295429307,0.009706122239251522,-0.09291852723500992,0.1353986666729412,2.0,48.0,72.0,3,36,0.06
30,30,120,0.4575667039502893,0.0867057276366634,-0.22535384854100027,0.5674612341179565,0.027933663839746332,0.6083333333333333,2.479342109933155,0.6666666666666666,1.8826990295429302,0.016176870398752537,-0.15486421205834988,0.22566444445490205,2.0,48.0,72.0,3,36,0.1
30,30,180,0.18039487307528645,0.03728012927721802,-0.2037304966939446,0.3807043985141757,0.009814530538289252,0.6611111111111111,2.605287467244521,0.6666666666666666,1.6019706004394434,0.006396228327307501,-0.12033894675001074,0.06782638056762777,2.0,48.0,72.0,5,12,0.06
30,30,180,0.24494120272024378,0.04953967474812804,-0.32943868554386757,0.3596790906108637,0.009814530538289252,0.6611111111111111,2.605287467244521,0.6666666666666666,1.5661852194953931,0.009933842823217885,-0.2005649112500179,0.110126943764115,2.0,48.0,72.0,5,12,0.1
30,30,180,0.15435410990539777,0.032185868564912345,-0.16080552830379558,0.3629041933640585,0.01887409718901779,0.5833333333333334,2.3599816888297926,0.6,1.4696559176777317,0.005877212787835502,-0.13523596150863076,0.08891460182916842,2.0,48.0,72.0,5,24,0.06
30,30,180,0.2320540317729889,0.04713221604845752,-0.25985219139395876,0.36061756116292604,0.01887409718901779,0.5833333333333334,2.3599816888297926,0.6,1.4659510565214862,0.00971808439901543,-0.22539326918105126,0.14819100304861405,2.0,48.0,72.0,5,24,0.1
30,30,180,0.15532231958970288,0.032376870873152885,-0.14095613160243425,0.3752230847556966,0.027933663839746332,0.6111111111111112,2.411945462744593,0.6,1.5226967175276265,0.006153414286713881,-0.10683263403500165,0.090661019068561,2.0,48.0,72.0,5,36,0.06
30,30,180,0.24022367971416592,0.048660655282507514,-0.22904855987700823,0.3751656669266128,0.027933663839746332,0.6111111111111112,2.411945462744593,0.6,1.5226068179833154,0.01025392658328886,-0.1780543900583361,0.15110169844760168,2.0,48.0,72.0,5,36,0.1
30,30,270,0.1379431364272814,0.028929264595243476,-0.21163137994132553,0.30992682094221424,0.009814530538289252,0.6851851851851852,2.7774165615472737,0.6,1.444481150490431,0.005272605171091341,-0.1446378964616253,0.06346162387777306,2.0,48.0,72.0,8,12,0.06
30,30,270,0.15831825277103095,0.03296710060178221,-0.34187501486834115,0.27683684915966367,0.009814530538289252,0.6851851851851852,2.7774165615472737,0.6,1.397421922870228,0.007683857643981376,-0.24106316076937553,0.10576937312962177,2.0,48.0,72.0,8,12,0.1
30,30,270,0.1157446018717494,0.024465424939751124,-0.15629121559314063,0.2901631098354656,0.01887409718901779,0.6222222222222222,2.4524241484412403,0.6333333333333333,1.3544951895990027,0.004677920872311057,-0.13212653937812888,0.0822853933507563,2.0,48.0,72.0,8,24,0.06
30,30,270,0.16312340680716098,0.03391128600197635,-0.25427501026625954,0.2869662744631168,0.01887409718901779,0.6222222222222222,2.4524241484412403,0.6333333333333333,1.3502553627865044,0.00769391053225094,-0.22021089896354812,0.1371423222512605,2.0,48.0,72.0,8,24,0.1
30,30,270,0.07708584315198719,0.01652363193763562,-0.14587411060181554,0.21852605333747552,0.027933663839746332,0.6370370370370371,2.320414452753969,0.6333333333333333,1.2746133483792725,0.0036109282068880833,-0.1043845734966937,0.07945063496034588,2.0,48.0,72.0,8,36,0.06
30,30,270,0.10091626601465631,0.021444929744516505,-0.2363131244228056,0.21504716776985305,0.027933663839746332,0.6370370370370371,2.320414452753969,0.6333333333333333,1.2704237581471973,0.005926397860054516,-0.17397428916115618,0.1324177249339098,2.0,48.0,72.0,8,36,0.1
52,52,208,0.7866367517094277,0.13664045393820445,-0.20581685218401724,0.975185775167388,0.017011852933034703,0.5961538461538461,2.352801064667649,0.6730769230769231,2.4194988569251303,0.011991156421218944,-0.09199049643997805,0.07456881995325619,2.0,48.0,96.0,3,12,0.06
52,52,208,1.3647589669350224,0.20918526110332003,-0.3317063060361851,0.9398278212566886,0.017011852933034703,0.5961538461538461,2.352801064667649,0.6730769230769231,2.3588585378767535,0.018894470122738007,-0.1533174940666301,0.12428136658876032,2.0,48.0,96.0,3,12,0.1
52,52,208,0.9219851265766936,0.1551068854686397,-0.14401728750216758,1.1518761220883897,0.032715101794297506,0.5721153846153846,2.5627329306989344,0.6923076923076923,2.6778510995173788,0.013284136080862765,-0.11647664295906869,0.12839852288209752,2.0,48.0,96.0,3,24,0.06
52,52,208,1.8254986216096216,0.2576342946702499,-0.23514343660998693,1.1482018916807566,0.032715101794297506,0.5721153846153846,2.5627329306989344,0.6923076923076923,2.671416182205728,0.022055314303082503,-0.1941277382651145,0.21399753813682923,2.0,48.0,96.0,3,24,0.1
52,52,208,1.0177372138434224,0.16756764705604632,-0.14189967065532516,1.2413527814862193,0.048418350655560306,0.6057692307692307,2.500398734562198,0.6730769230769231,2.7591660342617192,0.014792053291746803,-0.09291852723500992,0.19275307451395038,2.0,48.0,96.0,3,36,0.06
52,52,208,2.082282338289656,0.2820106463879326,-0.22760390714890366,1.2413527814862193,0.048418350655560306,0.6057692307692307,2.500398734562198,0.6730769230769231,2.75916603426172,0.024653422152911338,-0.15486421205834988,0.32125512418991736,2.0,48.0,96.0,3,36,0.1
52,52,312,0.5276173189840765,0.09802207465900925,-0.2037304966939446,0.7715069393486108,0.017011852933034703,0.6089743589743589,2.369184844811124,0.6538461538461539,2.053885701557319,0.008980257541763435,-0.12033894675001074,0.06782638056762777,2.0,48.0,96.0,5,12,0.06
52,52,312,0.9008824545969849,0.15229583904829802,-0.32943868554386757,0.7623817183496792,0.017011852933034703,0.6089743589743589,2.369184844811124,0.6538461538461539,2.0444067910723693,0.01463880668192416,-0.2005649112500179,0.110126943764115,2.0,48.0,96.0,5,12,0.1
52,52,312,0.7512192975106857,0.13162883750226206,-0.14516525621016219,1.0575705758313017,0.032715101794297506,0.5993589743589743,2.5672598651232303,0.6538461538461539,2.339416294480162,0.011504794730217285,-0.13523596150863076,0.11774351000435038,2.0,48.0,96.0,5,24,0.06
52,52,312,1.437116686605183,0.2172551413531465,-0.23574466715310072,1.0565537220090107,0.032715101794297506,0.5993589743589743,2.5672598651232303,0.6538461538461539,2.336302297638707,0.019130078894824085,-0.22539326918105126,0.19623918334058396,2.0,48.0,96.0,5,24,0.1
52,52,312,0.8423619896445067,0.1443711269807122,-0.13904072111742805,1.1737333578477303,0.048418350655560306,0.6089743589743589,2.54175717066971,0.6538461538461539,2.5194016467202753,0.012844839936238984,-0.10683263403500165,0.1603745369411001,2.0,48.0,96.0,5,36,0.06
52,52,312,1.6655133997296643,0.24155982560626277,-0.22568960196335042,1.1737046713247261,0.048418350655560306,0.6089743589743589,2.54175717066971,0.6538461538461539,2.51932942203132,0.021407048928917,-0.1780543900583361,0.26729089490183355,2.0,48.0,96.0,5,36,0.1
52,52,468,0.5390164974304443,0.0998251059060733,-0.21163137994132553,0.7920319510125081,0.017011852933034703,0.6346153846153846,2.597751982687684,0.6346153846153846,2.059741248979179,0.009106249582586004,-0.1446378964616253,0.06346162387777306,2.0,48.0,96.0,8,12,0.06
52,52,468,0.9104551900073001,0.15357400285409728,-0.3418750148683416,0.7790139041515336,0.017011852933034703,0.6346153846153846,2.597751982687684,0.6346153846153846,2.056129072798812,0.014673629523575074,-0.24106316076937553,0.10576937312962177,2.0,48.0,96.0,8,12,0.1
52,52,468,0.6768972028229898,0.1208497991210673,-0.15629121559314008,0.996738564521885,0.032715101794297506,0.6260683760683761,2.6227672378603084,0.7115384615384616,2.215492027188563,0.010625361746262874,-0.13212653937812888,0.11604776623621788,2.0,48.0,96.0,8,24,0.06
52,52,468,1.267901249071878,0.19807614582184563,-0.2542750102662594,0.9954740270503182,0.032715101794297506,0.6260683760683761,2.6227672378603084,0.7115384615384616,2.2127138005282143,0.017649729942847907,-0.22021089896354812,0.1934129437270298,2.0,48.0,96.0,8,24,0.1
52,52,468,0.6705854719118058,0.11991736193605829,-0.14587411060181654,1.0197484586934382,0.048418350655560306,0.6388888888888888,2.4506259530372496,0.7115384615384616,2.1720730053446458,0.010761048499968558,-0.1043845734966937,0.14372353259327356,2.0,48.0,96.0,8,36,0.06
52,52,468,1.2623631426105284,0.19742985580575922,-0.23631312442280605,1.0175656452938264,0.048418350655560306,0.6388888888888888,2.4506259530372496,0.7115384615384616,2.16861132673502,0.017882110168996917,-0.17397428916115618,0.23953922098878927,2.0,48.0,96.0,8,36,0.1
65,65,260,0.44621744352805726,0.08483260995796416,-0.24956608459949747,0.599046736252943,0.021264816166293377,0.5576923076923077,1.8194938282041173,0.5846153846153846,1.5812820967500534,0.006418711434260188,-0.09199049643997805,0.07456881995325619,2.0,48.0,120.0,3,12,0.06
65,65,260,0.7702923578688472,0.13433741306903468,-0.39119865693372524,0.6293185939977244,0.021264816166293377,0.5576923076923077,1.8194938282041173,0.5846153846153846,1.6334636269409093,0.010893243780321022,-0.1533174940666301,0.12428136658876032,2.0,48.0,120.0,3,12,0.1
65,65,260,0.3381376309286974,0.06639493419349263,-0.21511856992995204,0.4759763029563687,0.040893877242871884,0.55,1.802414147052902,0.6,1.4308954015058732,0.005252824819091443,-0.13818838196175431,0.12839852288209752,2.0,48.0,120.0,3,24,0.06
65,65,260,0.505690837418084,0.09452422924813209,-0.3561608471833161,0.4746932427700684,0.040893877242871884,0.55,1.802414147052902,0.6,1.4294571017756892,0.008713856407765128,-0.23031396993625716,0.21399753813682923,2.0,48.0,120.0,3,24,0.1
65,65,260,0.32186388650574793,0.06351909193275196,-0.19644455547807071,0.47053143962090094,0.06052293831945039,0.5576923076923077,1.7330055857257076,0.5692307692307692,1.4049693351133612,0.005497018038344769,-0.12004161371330875,0.19275307451395038,2.0,48.0,120.0,3,36,0.06
65,65,260,0.4910127759994567,0.09216045170693721,-0.31064440982716224,0.47053143962090105,0.06052293831945039,0.5576923076923077,1.7330055857257076,0.5692307692307692,1.4049693351133612,0.009161696730574617,-0.20006935618884797,0.32125512418991736,2.0,48.0,120.0,3,36,0.1
65,65,390,0.3118272606467676,0.061731669114097,-0.24294330465896175,0.48440996115017,0.021264816166293377,0.5769230769230769,1.8940299053527705,0.5692307692307692,1.4905675102699933,0.004896817122549577,-0.12033894675001074,0.06782638056762777,2.0,48.0,120.0,5,12,0.06
65,65,390,0.5216697074543195,0.09707716302097436,-0.3726501830209351,0.5161870217900814,0.021264816166293377,0.5769230769230769,1.8940299053527705,0.5692307692307692,1.531818214401262,0.00845145119785549,-0.2005649112500179,0.110126943764115,2.0,48.0,120.0,5,12,0.1
65,65,390,0.3613648372060456,0.07045272104718081,-0.19886144107086312,0.5258390524644107,0.040893877242871884,0.5846153846153846,1.9440184128830205,0.6,1.4689286040313738,0.005501724819255349,-0.13523596150863076,0.11774351000435038,2.0,48.0,120.0,5,24,0.06
65,65,390,0.5681468916188022,0.1043858926617276,-0.3184255808426306,0.5242527267274243,0.040893877242871884,0.5846153846153846,1.9440184128830205,0.6,1.4670326780813696,0.00913246797882708,-0.22539326918105126,0.19623918334058396,2.0,48.0,120.0,5,24,0.1
65,65,390,0.4228172190289423,0.08093411216323587,-0.19043684397083116,0.6100600444391909,0.06052293831945039,0.5769230769230769,1.9045910204448346,0.5846153846153846,1.5365963630036452,0.006514355066141575,-0.10683263403500165,0.1603745369411001,2.0,48.0,120.0,5,36,0.06
65,65,390,0.7035452962941493,0.12475665168049477,-0.3034793515470845,0.6100222298613758,0.06052293831945039,0.5769230769230769,1.9045910204448346,0.5846153846153846,1.53655612762713,0.010856444338384242,-0.1780543900583361,0.26729089490183355,2.0,48.0,120.0,5,36,0.1
