events,paper_events,legs,total_return,cagr,max_dd,sharpe,exposure,leg_winrate,leg_pf,event_winrate,event_pf,avg_event,worst_event,best_event,z_thr,aftershock_gap,aftershock_win,n_picks,hold_hours,target_risk
88,88,352,0.44177594514817176,0.08409645165716428,-0.20399999244256228,0.5476488752852638,0.028789289578981806,0.5340909090909091,1.57450559961503,0.5340909090909091,1.487600862417659,0.004499672399648152,-0.09199049643997805,0.07918948754500695,2.0,24.0,72.0,3,12,0.06
88,88,352,0.63408930260336,0.11447125341641495,-0.32851519181118705,0.5247922047391483,0.028789289578981806,0.5340909090909091,1.57450559961503,0.5340909090909091,1.4582946300238715,0.006987085970626217,-0.1533174940666301,0.13198247924167825,2.0,24.0,72.0,3,12,0.1
88,88,352,0.5217056985390918,0.09708288966173662,-0.22821719625672388,0.6368845939152062,0.055364018421118856,0.5227272727272727,1.600010801606183,0.6136363636363636,1.500138353160239,0.005210479621759015,-0.11647664295906869,0.10220460280375092,2.0,24.0,72.0,3,24,0.06
88,88,352,0.8644225514097621,0.14738124843208977,-0.3598321851827442,0.6336604365877411,0.055364018421118856,0.5227272727272727,1.600010801606183,0.6136363636363636,1.4972486315942808,0.008633957135721659,-0.1941277382651145,0.1703410046729182,2.0,24.0,72.0,3,24,0.1
74,74,296,0.2921903250217397,0.05820347528292946,-0.224602602525372,0.45237818470743835,0.06890303747137429,0.5472972972972973,1.6622730930204284,0.527027027027027,1.347795047811068,0.003991921710769756,-0.09291852723500992,0.1353986666729412,2.0,24.0,72.0,3,36,0.06
74,74,296,0.44734932484985745,0.08501993241866268,-0.3492457576388618,0.4523781847074384,0.06890303747137429,0.5472972972972973,1.6622730930204284,0.527027027027027,1.3477950478110683,0.006653202851282928,-0.15486421205834988,0.22566444445490205,2.0,24.0,72.0,3,36,0.1
88,88,528,0.26684243539692787,0.0535868725857962,-0.21573817780176996,0.3995770647173248,0.028789289578981806,0.5492424242424242,1.5176488045882122,0.5681818181818182,1.3061457483587022,0.003038347444292286,-0.12033894675001074,0.06975401391570045,2.0,24.0,72.0,5,12,0.06
88,88,528,0.34030530309314266,0.06677593786825953,-0.34513261990382205,0.3797603470457227,0.028789289578981806,0.5492424242424242,1.5176488045882122,0.5681818181818182,1.283901483257865,0.004661848416675188,-0.2005649112500179,0.11625668985950079,2.0,24.0,72.0,5,12,0.1
88,88,528,0.2514322338576105,0.05074492004163611,-0.24503189695320993,0.3939278779459425,0.055364018421118856,0.5265151515151515,1.511444858661939,0.5340909090909091,1.2618558338212529,0.002863955931992246,-0.13523596150863076,0.08891460182916842,2.0,24.0,72.0,5,24,0.06
88,88,528,0.35962932120471036,0.07015139987206598,-0.3825814666615981,0.39230296263992287,0.055364018421118856,0.5265151515151515,1.511444858661939,0.5340909090909091,1.2604107332979277,0.004746917756866102,-0.22539326918105126,0.14819100304861405,2.0,24.0,72.0,5,24,0.1
74,74,444,0.05671518606825088,0.01224909284509379,-0.2403802795237332,0.15750559260205318,0.06890303747137429,0.5405405405405406,1.5432232301280528,0.4864864864864865,1.099323195614356,0.001119403120793986,-0.10683263403500165,0.090661019068561,2.0,24.0,72.0,5,36,0.06
74,74,444,0.04274882022909243,0.009281163572128603,-0.3729606542424668,0.15745817878924626,0.06890303747137429,0.5405405405405406,1.5432232301280528,0.4864864864864865,1.0992851260787757,0.0018649567755977044,-0.1780543900583361,0.15110169844760168,2.0,24.0,72.0,5,36,0.1
88,88,792,0.21912446276971287,0.04469703418641369,-0.23566392054292118,0.3525796923273201,0.028789289578981806,0.5580808080808081,1.5310870192113262,0.48863636363636365,1.2552505475822888,0.0025981318115958145,-0.1446378964616253,0.06895172872372018,2.0,24.0,72.0,8,12,0.06
88,88,792,0.24783595630994282,0.05007777194491303,-0.3842089367092123,0.3240131271135509,0.028789289578981806,0.5580808080808081,1.5310870192113262,0.48863636363636365,1.2269425110273595,0.0038068084236060947,-0.24106316076937553,0.11491954787286698,2.0,24.0,72.0,8,12,0.1
88,88,792,0.3466073147875741,0.06788089826991084,-0.2423870276925173,0.5051600509520108,0.055364018421118856,0.5618686868686869,1.6197621908011017,0.5909090909090909,1.3394017814368984,0.0036407706089042592,-0.13212653937812888,0.0822853933507563,2.0,24.0,72.0,8,24,0.06
88,88,792,0.5398494545683408,0.09995644791834102,-0.37872013871959564,0.5037469983146496,0.055364018421118856,0.5618686868686869,1.6197621908011017,0.5909090909090909,1.3378399759121526,0.006035940303129989,-0.22021089896354812,0.1371423222512605,2.0,24.0,72.0,8,24,0.1
74,74,666,0.05844170900602297,0.012613861673542504,-0.18813275832200504,0.16083972534331775,0.06890303747137429,0.5675675675675675,1.6510043164919939,0.527027027027027,1.0889691766564733,0.0009913904003797855,-0.1043845734966937,0.07945063496034588,2.0,24.0,72.0,8,36,0.06
74,74,666,0.04533220049623177,0.009832471440506918,-0.29762119887724536,0.15825983351823592,0.06890303747137429,0.5675675675675675,1.6510043164919939,0.527027027027027,1.0869649208254915,0.0016150947050099771,-0.17397428916115618,0.1324177249339098,2.0,24.0,72.0,8,36,0.1
110,110,440,1.0849282816763268,0.17603912817839662,-0.2039999924425624,0.941357655861413,0.03598661197372725,0.5363636363636364,1.7019341867736002,0.5636363636363636,1.8360519795566745,0.007146986449388364,-0.09199049643997805,0.07918948754500695,2.0,24.0,96.0,3,12,0.06
110,110,440,1.9176029734959483,0.26656911143406137,-0.32851519181118694,0.9142263279567847,0.03598661197372725,0.5363636363636364,1.7019341867736002,0.5636363636363636,1.8000156903415576,0.011299085318001447,-0.1533174940666301,0.13198247924167825,2.0,24.0,96.0,3,12,0.1
110,110,440,1.3298512493706327,0.20522309680321804,-0.21715247220879652,1.0981777582978463,0.06920502302639857,0.5363636363636364,1.747721054634087,0.6272727272727273,1.9102247042269602,0.00808510890522696,-0.11647664295906869,0.12839852288209752,2.0,24.0,96.0,3,24,0.06
110,110,440,2.7334351919528723,0.33740035278829206,-0.3454875090585814,1.0953891182893798,0.06920502302639857,0.5363636363636364,1.747721054634087,0.6272727272727273,1.9075132874913183,0.013435041054943576,-0.1941277382651145,0.21399753813682923,2.0,24.0,96.0,3,24,0.1
96,96,384,1.0447403347836133,0.17099825359890852,-0.22460260252537168,1.0117239410908963,0.08938772428718826,0.5598958333333334,1.81692561029559,0.5625,1.8083895856535395,0.008056305318648439,-0.09291852723500992,0.19275307451395038,2.0,24.0,96.0,3,36,0.06
96,96,384,2.060675884835731,0.2800218766942195,-0.3492457576388617,1.0117239410908963,0.08938772428718826,0.5598958333333334,1.81692561029559,0.5625,1.8083895856535395,0.013427175531080733,-0.15486421205834988,0.32125512418991736,2.0,24.0,96.0,3,36,0.1
110,110,660,0.6394941124188367,0.1152837223212404,-0.21573817780177007,0.6996601083078835,0.03598661197372725,0.546969696969697,1.6179352710518027,0.5818181818181818,1.543717397127391,0.004931464704092682,-0.12033894675001074,0.06975401391570045,2.0,24.0,96.0,5,12,0.06
110,110,660,1.0464925001165355,0.17121963464357615,-0.34513261990382216,0.6907527066604354,0.03598661197372725,0.546969696969697,1.6179352710518027,0.5818181818181818,1.5301598596357253,0.00794041203119033,-0.2005649112500179,0.11625668985950079,2.0,24.0,96.0,5,12,0.1
110,110,660,0.8984922032615767,0.15197590723782173,-0.23921981333184106,0.9059854715502558,0.06920502302639857,0.5454545454545454,1.6772941103910837,0.5727272727272728,1.6519876464751793,0.006126918766832286,-0.13523596150863076,0.11774351000435038,2.0,24.0,96.0,5,24,0.06
110,110,660,1.689472393947908,0.24401414984280922,-0.3749711155218035,0.9048467997095722,0.06920502302639857,0.5454545454545454,1.6772941103910837,0.5727272727272728,1.6506421289236404,0.010190457574223696,-0.22539326918105126,0.19623918334058396,2.0,24.0,96.0,5,24,0.1
96,96,576,0.6851157981468357,0.12205984834260386,-0.21848182756250922,0.8136483938653297,0.08938772428718826,0.5555555555555556,1.7529087258572644,0.5416666666666666,1.6151082947159217,0.005897552906476727,-0.10683263403500165,0.1603745369411001,2.0,24.0,96.0,5,36,0.06
96,96,576,1.2410965040705633,0.19493654989346365,-0.34036511323285634,0.8136157012578258,0.08938772428718826,0.5555555555555556,1.7529087258572644,0.5416666666666666,1.615073799915809,0.009828703627075504,-0.1780543900583361,0.26729089490183355,2.0,24.0,96.0,5,36,0.1
110,110,990,0.648810560529719,0.11667931489519434,-0.23200514058132515,0.7202730689480698,0.03598661197372725,0.5595959595959596,1.658096454010252,0.5272727272727272,1.5513208355815897,0.004945294750746941,-0.1446378964616253,0.06895172872372018,2.0,24.0,96.0,8,12,0.06
110,110,990,1.0580998989759447,0.17268247748152454,-0.3690999481976377,0.7088441784621292,0.03598661197372725,0.5595959595959596,1.658096454010252,0.5272727272727272,1.5359677985934852,0.00788647406530726,-0.24106316076937553,0.11491954787286698,2.0,24.0,96.0,8,12,0.1
110,110,990,1.023870010825132,0.16834991320614479,-0.23301110714635842,1.0115752244411322,0.06920502302639857,0.5757575757575758,1.7766711964743107,0.6363636363636364,1.7306242887287187,0.006659718165635569,-0.13212653937812888,0.11604776623621788,2.0,24.0,96.0,8,24,0.06
110,110,990,2.0024556989911635,0.27460798574876333,-0.3661558171862792,1.0111002933289732,0.06920502302639857,0.5757575757575758,1.7766711964743107,0.6363636363636364,1.7294034092719843,0.01107392170669093,-0.22021089896354812,0.1934129437270298,2.0,24.0,96.0,8,24,0.1
96,96,864,0.6416679814084771,0.11560991697130873,-0.18408331065084127,0.7983548336416688,0.08938772428718826,0.5844907407407407,1.8347537063739636,0.59375,1.5780588772751676,0.005464682973123194,-0.1043845734966937,0.14372353259327356,2.0,24.0,96.0,8,36,0.06
96,96,864,1.1481388868453188,0.18381668502424775,-0.29143606472491757,0.7963787324179938,0.08938772428718826,0.5844907407407407,1.8347537063739636,0.59375,1.5762378104476102,0.009079112512051485,-0.17397428916115618,0.23953922098878927,2.0,24.0,96.0,8,36,0.1
123,123,492,0.6876735836651322,0.12243550052620256,-0.2545266762248303,0.6706242181628472,0.040239575206985935,0.5223577235772358,1.5397971047074648,0.5284552845528455,1.4757432265458132,0.0047141838923272115,-0.09199049643997805,0.07918948754500695,2.0,24.0,120.0,3,12,0.06
123,123,492,1.1841592819794626,0.18816923721541867,-0.3862406995092097,0.6914873686387426,0.040239575206985935,0.5223577235772358,1.5397971047074648,0.5284552845528455,1.497070138769196,0.007873559222102835,-0.1533174940666301,0.13198247924167825,2.0,24.0,120.0,3,12,0.1
123,123,492,0.6221049726862591,0.11266223167088762,-0.3085513087702646,0.6165111356956468,0.07738379847497295,0.5284552845528455,1.5451223007213217,0.5853658536585366,1.3977292864339077,0.004390410704154842,-0.13818838196175431,0.12839852288209752,2.0,24.0,120.0,3,24,0.06
123,123,492,0.9895246515516898,0.1639449532629007,-0.48173590269613975,0.6155169837399157,0.07738379847497295,0.5284552845528455,1.5451223007213217,0.5853658536585366,1.3968645513014644,0.0072957629169775285,-0.23031396993625716,0.21399753813682923,2.0,24.0,120.0,3,24,0.1
108,108,432,0.28938468646680726,0.05769597722147135,-0.23815258578378729,0.3918697048372766,0.1005611898230868,0.5347222222222222,1.5083035039819523,0.5092592592592593,1.2323902079780795,0.0030163014727351226,-0.12004161371330875,0.19275307451395038,2.0,24.0,120.0,3,36,0.06
108,108,432,0.39164909660355685,0.07566311545661053,-0.38572858884160754,0.3918697048372768,0.1005611898230868,0.5347222222222222,1.5083035039819523,0.5092592592592593,1.2323902079780795,0.005027169121225205,-0.20006935618884797,0.32125512418991736,2.0,24.0,120.0,3,36,0.1
123,123,738,0.4079004234982271,0.07842280712220284,-0.24818477406370298,0.49472853503202435,0.040239575206985935,0.5365853658536586,1.4942457687882702,0.5447154471544715,1.3272184059915304,0.0032014702296277934,-0.12033894675001074,0.06975401391570045,2.0,24.0,120.0,5,12,0.06
123,123,738,0.6382315678851496,0.11509411950187554,-0.3759020336945925,0.5135911196575565,0.040239575206985935,0.5365853658536586,1.4942457687882702,0.5447154471544715,1.3389865760254873,0.005378631738467372,-0.2005649112500179,0.11625668985950079,2.0,24.0,120.0,5,12,0.1
123,123,738,0.47585201516680753,0.08969982349098338,-0.28743307497310133,0.541885119622821,0.07738379847497295,0.5433604336043361,1.537166437281161,0.5528455284552846,1.3210595433807382,0.0035229581433483753,-0.13523596150863076,0.11774351000435038,2.0,24.0,120.0,5,24,0.06
123,123,738,0.7305235312876366,0.12866368823115115,-0.4518899033867726,0.5405606790352954,0.07738379847497295,0.5433604336043361,1.537166437281161,0.5528455284552846,1.3199882711288307,0.005852005278516376,-0.22539326918105126,0.19623918334058396,2.0,24.0,120.0,5,24,0.1
108,108,648,0.3135419389098488,0.062037789260749765,-0.22517581726885416,0.4324824769030528,0.1005611898230868,0.5447530864197531,1.573917568118754,0.5185185185185185,1.264135055554258,0.0031049746808410688,-0.10683263403500165,0.1603745369411001,2.0,24.0,120.0,5,36,0.06
108,108,648,0.45595027953761624,0.0864396435543684,-0.3534324887354954,0.4324474655895839,0.1005611898230868,0.5447530864197531,1.573917568118754,0.5185185185185185,1.2641100469558262,0.005174467830688561,-0.1780543900583361,0.26729089490183355,2.0,24.0,120.0,5,36,0.1
123,123,1107,0.4597355694666141,0.08706238952990808,-0.25236146878558885,0.5464658800557067,0.040239575206985935,0.5483288166214996,1.5441896209125967,0.4959349593495935,1.3649860706915837,0.003458664464003623,-0.1446378964616253,0.06895172872372018,2.0,24.0,120.0,8,12,0.06
123,123,1107,0.713827033917106,0.12625131963823866,-0.3876616480332086,0.5555797587045767,0.040239575206985935,0.5483288166214996,1.5441896209125967,0.4959349593495935,1.3687149224809774,0.005638077163472568,-0.24106316076937553,0.11491954787286698,2.0,24.0,120.0,8,12,0.1
123,123,1107,0.6093735106979052,0.11072898505326267,-0.25822460848626627,0.6632258942212207,0.07738379847497295,0.5691056910569106,1.6301429020116571,0.6097560975609756,1.395741269816632,0.004148214162473676,-0.13212653937812888,0.11604776623621788,2.0,24.0,120.0,8,24,0.06
123,123,1107,1.02080509087221,0.16795919998849618,-0.40200287147036007,0.6637584652780008,0.07738379847497295,0.5691056910569106,1.6301429020116571,0.6097560975609756,1.3953380024387416,0.006897743328653864,-0.22021089896354812,0.1934129437270298,2.0,24.0,120.0,8,24,0.1
108,108,972,0.30433777003650264,0.0603909093588233,-0.2054867439761383,0.4355247841485842,0.1005611898230868,0.5720164609053497,1.6575172336687698,0.5555555555555556,1.248886881556673,0.0028242363827806222,-0.1043845734966937,0.14372353259327356,2.0,24.0,120.0,8,36,0.06
108,108,972,0.4454284889051503,0.08470197310051164,-0.3257857986625452,0.4335324799599853,0.1005611898230868,0.5720164609053497,1.6575172336687698,0.5555555555555556,1.2475383310374426,0.004681556244053178,-0.17397428916115618,0.23953922098878927,2.0,24.0,120.0,8,36,0.1
30,30,120,0.23550047930724394,0.047777963674586976,-0.20581685218401702,0.45239097625194996,0.009814530538289252,0.6333333333333333,2.3822934941662193,0.6666666666666666,1.7502649720277832,0.007778093187990083,-0.09199049643997805,0.07456881995325619,2.0,48.0,72.0,3,12,0.06
30,30,120,0.32445276694850267,0.06397842911916674,-0.331706306036185,0.4215875497119506,0.009814530538289252,0.6333333333333333,2.3822934941662193,0.6666666666666666,1.693580028140649,0.011815887560577488,-0.1533174940666301,0.12428136658876032,2.0,48.0,72.0,3,12,0.1
30,30,120,0.25531435554487425,0.05146342045667862,-0.1440172875021679,0.5264314211069134,0.01887409718901779,0.5583333333333333,2.3674213820238807,0.7,1.739685245459813,0.00866451011148972,-0.11647664295906869,0.10220460280375092,2.0,48.0,72.0,3,24,0.06
30,30,120,0.41101239964222547,0.07894842713428107,-0.23514343660998682,0.5214589248973103,0.01887409718901779,0.5583333333333333,2.3674213820238807,0.7,1.7321463468682385,0.014293668522000107,-0.1941277382651145,0.1703410046729182,2.0,48.0,72.0,3,24,0.1
