label,events,paper_events,legs,total_return,cagr,max_dd,sharpe,exposure,event_winrate,event_pf,avg_event,worst_event,best_event
ungated walk-forward OOS,37,37,0,-0.3593698013958121,-0.20576669343236442,-0.4847131295682273,-0.8182851746524513,0.08074314361545266,0.32432432432432434,0.6205061328024217,-0.010154346660305397,-0.10502405003193814,0.21925043991897103
