date,oi,oi_value,toptrader_acc_ls,toptrader_pos_ls,global_acc_ls,taker_ls
2021-12-01,7552349.624652778,284060982.1510011,7.5263481349350725,0.9181328189541667,9.397447009315663,0.991443715679514
2021-12-02,7663142.902083334,275337433.28174955,9.671793996029091,0.9274906391628472,11.803192559535109,0.9922179440732639
2021-12-03,7718035.748611111,272084270.3293493,9.16352404434531,0.9282450099510418,11.492558800217017,0.9788987376552084
2021-12-04,7113004.228070175,209250152.64378256,8.2810139703727,0.8169575066631579,9.921067475936285,0.9520509566273685
2021-12-05,6161737.069791666,174120086.3366276,7.329630010675018,0.844959727678125,8.656476274449087,1.005580217823264
2021-12-06,6222355.229861111,167151028.02530253,7.252314535057653,0.8287813607913194,8.34502805261951,1.0287097481472223
2021-12-07,6157942.873611111,179994694.95485747,5.463136714992673,0.8476360605510416,6.424801834465229,1.005325552492014
2021-12-08,6146931.626388889,180000415.10379726,5.725568476238121,0.8487626412340278,6.527439593579433,1.0198699607958333
2021-12-09,6227078.713541667,176183557.8360492,6.45286264966593,0.8309650928520833,7.214190247087556,1.0036994704954862
2021-12-10,6226395.003472222,167768823.93818137,7.0460916512768605,0.8244454404298611,8.112002345999986,1.0508951450072916
2021-12-11,6353241.077083333,175072761.7420162,5.445422830517873,0.8316815096423611,6.397921674806707,1.048809477518403
2021-12-12,6353843.620486111,180367961.20420775,4.76656578596133,0.8331017720902777,5.364144038607822,1.032583326592014
2021-12-13,6268723.772916666,173200702.51435283,6.108799649345346,0.8470080921736112,6.425474988175706,1.0112606281597223
2021-12-14,6410672.570833334,166334771.23071232,7.514873073334036,0.8599155880715278,8.706904450854553,0.998445223376736
2021-12-15,6621790.598606272,172316743.22929394,6.647409157281449,0.8575343606905923,7.649467559185753,1.0390953314783973
2021-12-16,6585434.437152778,177345980.12509367,5.463369818551034,0.8417635306458333,6.270820340232471,1.0094543446503472
2021-12-17,6889876.818402778,173744923.9010421,7.677231329244263,0.8527228457510416,8.977674531170493,1.0069876783
2021-12-18,7126611.336458334,178636410.2911969,7.20018263546663,0.8418646470947917,8.936837304356562,1.0003991623173611
2021-12-19,7274409.788541666,183020932.75277716,7.420287694491874,0.8540292696447916,9.2215396938025,0.9510415419416667
2021-12-20,7489071.793749999,180817326.9800829,8.366654332739877,0.8593404390663194,10.410410915127207,0.9817554333138889
2021-12-21,7445742.412152778,183953102.56038463,7.121087515169963,0.8959503835527778,8.65250378435597,1.0536633992277777
2021-12-22,7196309.179861111,191208166.87696066,5.028314251562559,0.8872552427368056,6.0155667142707205,1.0075991344131945
2021-12-23,6992328.359375,195261627.48952043,4.351551693768525,0.8822323202722222,4.9606543240968355,1.0129596631475695
2021-12-24,7128961.763763066,206699277.6710564,4.50362011043453,0.8774411638156795,5.043244563741405,0.988305729979791
2021-12-25,7175468.637152778,204346364.6088046,4.606661095548997,0.8790683041381944,5.3647214486200605,1.0756868973881943
2021-12-26,7365023.401388888,218223931.93085104,4.254125961488962,0.8844269809385417,4.829872672987503,1.0237834413642362
2021-12-27,7160144.3125,227126961.62443087,3.6529517884875307,0.8716209444527778,4.041424941411594,0.9854594878430556
2021-12-28,6962465.231597222,202415243.91875005,5.706571982761127,0.8989597282072916,6.377452145362228,1.0042267839104166
2021-12-29,6714464.619860628,188751997.4374896,6.511376905478033,0.9082541802905924,7.369363990537052,1.0142321909132404
2021-12-30,6529593.329166667,178842457.12632167,7.2975804532594655,0.8971043002817143,8.218380427220088,1.0064889653097142
2021-12-31,6626353.386062718,180268123.27489102,,,,
2022-01-01,6822327.170833333,187364818.8180674,,,,
2022-01-02,6899625.943402778,200473358.8442911,,,,
2022-01-03,6852436.910069444,203171977.04236344,,,,
2022-01-04,6874235.977777777,204231767.6457609,,,,
