date,oi,oi_value,toptrader_acc_ls,toptrader_pos_ls,global_acc_ls,taker_ls
2021-12-01,87667602.44444445,38652326.09315454,6.380622525676376,0.9546906664708332,9.070012597624906,0.970733851748264
2021-12-02,92500724.36805555,39024176.38981996,6.723323025576981,0.9622113739177084,9.422282188143026,0.9942903279763888
2021-12-03,95973985.06944445,39788251.65193047,6.666077296344958,0.9545457878694444,9.42859860432432,0.9737653864531249
2021-12-04,57751191.628070176,19528355.554992042,4.732159227326277,0.9569791316589474,6.005760361057205,0.9933604003347369
2021-12-05,44800793.065972224,14582656.990829904,4.06480398500898,0.9790003213430555,4.8841063971096865,1.0061358401434028
2021-12-06,43579661.791666664,13161133.236053163,4.022837626707988,0.9720060799135416,4.694384681437047,1.0260722118024306
2021-12-07,40809644.885416664,13372776.013968132,3.5824860511956933,0.9698702041208332,4.197685023360109,1.0346604781319444
2021-12-08,41624636.11111111,13345501.167861022,3.688224079467996,0.9614323197010416,4.380376987555987,0.9945042567913194
2021-12-09,39981242.253472224,12585508.811271671,3.935099397978943,0.9520129682972223,4.802383321029563,1.0224740185124999
2021-12-10,39911100.875,11884171.196502438,3.8129841069764328,0.9483102187979165,4.84424560472139,1.0229585804406252
2021-12-11,40678115.85069445,11889755.621533431,3.836589907238169,0.9692826448079861,4.89931166232341,1.0374245566350693
2021-12-12,42757596.68055555,12833319.557610027,3.6965894213460455,0.9746641446656249,4.6738859742701315,1.0249972680034722
2021-12-13,40703941.33680555,11638466.161938168,4.028035396941093,0.9741913990802082,4.966432356506656,1.0030383442559028
2021-12-14,40945329.04513889,11189863.144488614,3.555476854375266,0.9690887741875,4.528899669342839,1.0112264257326389
2021-12-15,41570967.526132405,11468455.657138614,3.3588231420669175,0.9741295006463414,4.169411058606839,0.9825726714578398
2021-12-16,43986676.20486111,12652792.722963644,3.4509886964945493,0.973521347082986,4.316236339742768,1.0597674499211807
2021-12-17,45346941.25,12372901.668578293,4.095176265287263,0.9697013708482639,5.151907432051352,1.0131675818378474
2021-12-18,46249727.222222224,12449852.336804636,3.871878922151139,0.9738314239583333,4.948135274399917,1.1306287253416665
2021-12-19,45863207.659722224,12371391.36131348,3.7129314914114513,0.9797465731576389,4.745197031816546,1.0260099089760417
2021-12-20,47078436.041666664,12188087.550785162,3.8110881772621994,0.9642700815663194,5.151290656352329,0.9859237278829861
2021-12-21,46033115.94444445,12603757.822908916,3.296519744779667,0.994197215971875,4.117950207665481,1.0561884362381944
2021-12-22,46347165.847222224,13260094.089896224,3.179962959798793,1.016777360590278,3.959488638062569,0.9726753751069445
2021-12-23,45885839.03125,13489710.360595793,3.221170294448267,1.0237431150114584,3.9477180174621633,1.049365187840625
2021-12-24,47118311.69337979,14581078.736797655,3.5828840008244565,1.0269631484132404,4.208994679538627,0.991338404761324
2021-12-25,48839917.92361111,15181432.688834451,3.278086165428021,1.021908394785764,3.6346207959897203,1.063852635404514
2021-12-26,48559851.72569445,15692726.593672134,3.422347168443926,1.0278866506979165,3.8373142752159017,0.9739405197944444
2021-12-27,49000935.659722224,16661664.159618054,3.3324283194902034,1.0173129679427084,3.6969957746183186,0.9967378158232639
2021-12-28,46245817.034722224,14702935.038285559,4.134942805353141,1.0137627663954862,4.635892483604816,1.014835179210764
2021-12-29,46140510.39372823,13783869.78382946,4.685284032745254,1.0633567773034844,5.488691381283803,1.0854576735853658
2021-12-30,44679311.208333336,12885205.37412022,4.839546652542277,1.0629801687885714,5.7429330218551335,1.0459191958605714
2021-12-31,46025474.74912892,13239431.830196515,,,,
2022-01-01,43466528.21180555,12562413.721444191,,,,
2022-01-02,50117329.71180555,15388351.836542167,,,,
2022-01-03,47832218.79513889,14694344.837708427,,,,
2022-01-04,45881625.496527776,13939706.79038868,,,,
2022-01-05,50428792.44444445,15624081.85251195,,,,
2022-01-06,45887972.1875,12701086.101148117,,,,
2022-01-07,44750053.114583336,12080660.959189523,,,,
2022-01-08,44646163.25694445,11730731.142121678,,,,
2022-01-09,44057047.49305555,11491674.650837388,,,,
2022-01-10,45805066.92361111,11716280.483208904,,,,
2022-01-11,45935427.989583336,11725146.857172094,,,,
2022-01-12,47301467.152777776,12869113.366174618,,,,
2022-01-13,47528054.989583336,12943292.840308446,,,,
2022-01-14,46589211.67361111,12347661.657296134,,,,
2022-01-15,46694065.52430555,12458447.132315636,,,,
2022-01-16,47249024.98611111,12734358.39287772,,,,
2022-01-17,48933925.11805555,12703665.045498343,,,,
2022-01-18,50930820.78125,13100783.088040497,,,,
2022-01-19,52666174.666666664,13176159.940712385,,,5.371020515421365,
2022-01-20,50363339.590277776,12572515.124878455,,,5.023100629387078,
2022-01-21,50647566.690972224,11191681.453590894,,,5.031779191472754,
2022-01-22,52690782.333333336,9608495.666970445,,,4.0510807768048736,
2022-01-23,50397739.722222224,9098220.588533241,,,3.969612985736193,
2022-01-24,51050448.39236111,8686536.78055532,,,3.770783948007813,
2022-01-25,52162139.003472224,9068588.408366987,,,3.6562992331394386,
2022-01-26,51839605.534722224,9163395.80714757,,,3.832530455734081,
2022-01-27,50355732.51736111,8692938.217636324,,,3.828558155728544,
2022-01-28,48815148.003472224,8599118.21777835,,,3.501789453841095,
2022-01-29,50537053.03819445,9203814.953064678,,,3.614192510389517,
2022-01-30,52006760.003472224,9648906.96228591,3.2950444030555555,0.9805766954166667,3.758808088680555,1.0748441945833334
2022-01-31,48519631.340277776,8728380.13033323,,,3.7819099868051995,
2022-02-01,49796890.833333336,9403212.560551204,,,3.3336190083606945,
2022-02-02,51284077.74305555,9566086.368412027,,,3.4414966202131,
2022-02-03,47851876.96875,8619845.955491653,,,3.4200338429361903,
2022-02-04,50928470.51388889,9750058.072850963,,,3.0152560604595284,
2022-02-05,48678492.20486111,10172268.159697667,,,3.1777552381799072,
2022-02-06,49024381.10069445,10722096.592484647,,,2.778275563332169,
2022-02-07,49370466.784722224,11436312.512845803,,,2.941974688660371,
2022-02-08,45223965.17013889,10143246.252706742,,,3.2269635446098195,
2022-02-09,45888279.55555555,10374149.686346155,,,3.463593522991057,
2022-02-10,46971769.958333336,11028393.426628724,,,3.0958308776968355,
2022-02-11,43280164.684027776,9560521.381283619,,,3.6958667176966244,
2022-02-12,42428609.020833336,8690753.615377376,,,3.8801221376795616,
2022-02-13,43045887.03125,8815546.129015714,,,3.899457564073808,
2022-02-14,42486579.496527776,8508719.817658087,,,3.7999988229994255,
2022-02-15,45478181.135416664,9781026.868841462,,,2.9230656315299375,
2022-02-16,46517037.822916664,10151303.675492782,,,2.824976866518795,
2022-02-17,48789093.621527776,10515064.118230931,,,3.149937447966116,
2022-02-18,50749717.416666664,10218757.687176814,,,3.5284290477575015,
2022-02-19,47553698.32638889,9362806.457308106,,,3.3652550854792773,
2022-02-20,46559499.63194445,8747754.890814044,,,3.351042095974288,
2022-02-21,46919816.07638889,8777055.904694272,,,3.304621536832418,
2022-02-22,50804837.402777776,8705913.76837181,,,3.2997884648075786,
2022-02-23,48885254.67013889,8740394.41118072,,,3.233915223491481,
2022-02-24,50255587.36805555,7845617.501229243,,,3.1997893578458716,
2022-02-25,49798535.88888889,8325848.488274074,,,2.8471228038100245,
2022-02-26,47612183.125,8396025.150202118,,,2.7875596002228225,
2022-02-27,47452534.09375,8106806.995613668,,,2.9749281125977665,
2022-02-28,60799570.36111111,10791312.814636469,,,2.5712638602210327,
2022-03-01,56856693.63194445,10899276.284300655,,,2.388855483701901,
2022-03-02,57047435.63888889,11353689.658047289,,,2.3396916912711965,
2022-03-03,54649220.99305555,10577490.585930116,,,2.4729115615131305,
2022-03-04,61799348.90625,12151991.205468189,,,2.4359719598370257,
2022-03-05,94425320.875,20102808.889269933,,,1.390059448441236,
2022-03-06,117728423.15972222,25680592.152014248,,,1.0079536570462642,
2022-03-07,58595871.50694445,11794777.50711794,,,2.074548246000672,
2022-03-08,71404217.03819445,13886584.7310477,,,2.597904764400603,
2022-03-09,83592732.25,16806266.000402946,,,2.8271123554332034,
2022-03-10,76073790.5,14613403.71140899,,,2.869829669304823,
2022-03-11,66413740.14236111,12909017.43455964,,,2.543166093250592,
2022-03-12,76073495.77430555,15221574.64205272,,,2.191556938362313,
2022-03-13,84604765.44791667,17347072.859531123,,,2.1472120933261385,
2022-03-14,82131723.39583333,15863205.396098664,,,2.1218710712278535,
2022-03-15,73219291.62152778,14043696.07630638,,,2.5103665223462577,
2022-03-16,67726938.0,13133678.257003106,,,2.6237906245825275,
2022-03-17,69889880.21527778,14160174.96468287,,,2.2719253726259234,
2022-03-18,68752401.91666667,14057426.50046682,,,2.4473821186094598,
2022-03-19,66460265.065972224,13982860.593205502,,,2.5045214981694586,
2022-03-20,64160637.41319445,13190078.641563328,,,3.0155622088129985,
2022-03-21,61911813.597222224,12480835.525141634,,,3.2549072078885626,
2022-03-22,68013082.31944445,14267089.66242759,,,2.8882464163180095,
2022-03-23,76999179.0763889,16153962.279604422,,,3.12918563441316,
2022-03-24,76290391.63541667,16779273.919364933,,,2.8504359713901852,
2022-03-25,82129328.125,19153790.692485232,,,2.3003044188653603,
2022-03-26,91458196.23958333,21982701.5420271,,,2.3698593453288797,
2022-03-27,89966429.78472222,22875070.69163187,,,2.3776785588846048,
2022-03-28,92096373.6701389,25090415.13144508,,,2.624820751125331,
2022-03-29,92401667.28472222,26155919.42422278,,,3.0048136737926514,
2022-03-30,94840115.28125,29437218.315761827,,,2.966332718314252,
2022-03-31,95572904.96875,28454389.06792748,,,3.9939476627155646,
2022-04-01,88110655.5763889,24550067.81629947,,,4.699793819797712,
2022-04-02,96636527.3298611,27654598.384874653,,,5.4516886328986915,
2022-04-03,96255430.15277778,27097207.295682814,,,5.265521925252538,
2022-04-04,91756439.0173611,25155369.62861548,,,5.031532360615135,
2022-04-05,80739363.72916667,21739816.26803792,,,4.5562185904246455,
2022-04-06,73625119.53125,18008338.696534805,,,4.8002645440169385,
2022-04-07,69464044.4201389,16448250.282126626,,,4.31540818799132,
2022-04-08,67340685.5625,16093436.492994167,,,3.9946224591528017,
2022-04-09,69283556.0,16569310.262802584,,,3.715305059179557,
2022-04-10,68845127.19444445,16553006.07421637,,,3.996363346314657,
2022-04-11,74288024.68055555,17161597.414928526,,,3.4153546982079934,
2022-04-12,67588353.04166667,15120261.33353972,,,3.5512205801719525,
2022-04-13,78573520.19791667,18585430.814330302,,,3.030044378104828,
2022-04-14,83237037.21527778,20332088.426016044,,,3.241007902650391,
2022-04-15,74797940.81944445,17851957.072566282,,,4.056278108266412,
2022-04-16,76119081.7361111,17948896.752601113,,,4.371683670583895,
2022-04-17,76087576.27083333,17753403.113378033,,,4.518092364805108,
2022-04-18,68007341.62152778,15004288.248981483,,,4.308313079280536,
2022-04-19,65987530.17361111,15134077.618017375,,,3.8663518961962726,
2022-04-20,73436372.52083333,16811973.649644203,,,4.364944135476318,
2022-04-21,73536849.71180555,16766982.953800675,,,4.274751141386165,
2022-04-22,71764872.0625,15870998.819602707,,,4.957157277036936,
2022-04-23,72315173.21527778,15838898.527867774,,,5.2467964465835095,
2022-04-24,71418493.95833333,15354464.38513634,,,5.241664572698764,
2022-04-25,68733392.25347222,13980461.592621718,,,4.9122492750221,
2022-04-26,73254453.64583333,15245901.757787658,,,4.556243407593089,
2022-04-27,68716009.56944445,13783482.25814156,,,4.499513313229791,
2022-04-28,70862622.09722222,14503269.870358296,,,4.323425513423891,
2022-04-29,68815392.55902778,13541560.601238668,,,4.571946023281665,
2022-04-30,64863515.32986111,12146830.14348723,,,4.546647072076033,
2022-05-01,61363768.13194445,10930391.190639995,3.606431852986218,1.0608751865,3.9422258464932542,
2022-05-02,59475226.76736111,10678975.348645281,,,3.673032142035071,
2022-05-03,62614936.729166664,11311245.423904067,,,3.7702564191763983,
2022-05-04,63262919.31944445,11704708.088372225,,,3.6805822854921195,
2022-05-05,62355985.979166664,11645502.429540602,,,3.704804642367569,
2022-05-06,64779949.96875,11218417.960376017,,,4.721952095302655,
2022-05-07,65307657.57986111,11157652.174663251,,,4.598082777813393,
2022-05-08,66958533.01736111,11000963.282948058,,,4.316802452429653,
2022-05-09,65437201.354166664,9865576.22482124,,,4.216766389917301,1.0031999426783185
2022-05-10,64879120.64930555,9349993.074778222,,,3.0514039597945675,1.0335144633530864
2022-05-11,59367325.875,7449606.052632157,,,2.9387293938982086,1.0314763067261905
2022-05-12,53508153.145833336,5231673.370383834,,,2.4896042504312836,1.0571062966993054
2022-05-13,52283491.635416664,5893561.650588708,,,2.308820129633899,1.0684327885836806
2022-05-14,51248565.378472224,5774798.550755002,,,2.234210060045691,1.1410600696579862
2022-05-15,53427376.347222224,6289919.394803688,,,2.2955280985823454,1.1051270601809027
2022-05-16,51795025.76388889,5990782.371539637,,,2.396935738437567,1.135829878346875
2022-05-17,53179399.104166664,6271990.390289789,,,2.4874751169958147,1.0877669313
2022-05-18,93467012.0173611,11742846.831367994,,,1.6371545837018884,1.0743428900211807
2022-05-19,104046016.40277778,12242258.954566801,,,1.7187950046200875,1.0492532883604166
2022-05-20,87068238.59722222,10573189.030730806,,,1.9083901908064544,1.1021908407361112
2022-05-21,77650436.75694445,9263969.537758105,,,1.9870919141266603,1.0719712739868055
2022-05-22,78316612.30555555,9581234.748094637,,,1.752973270151628,1.111413228167014
2022-05-23,72741034.36805555,9049451.705071978,,,2.0042252581625206,1.044010848560764
2022-05-24,65445183.104166664,7694119.179797526,,,2.420198495506099,1.1291799939743055
2022-05-25,67644372.39930555,8124915.611578352,,,2.283202284764686,1.0476321341534722
2022-05-26,65601023.753472224,7590188.658262372,,,2.1299196651214096,1.0877844413243054
2022-05-27,62664949.42361111,6827226.089044805,2.3094161649682468,0.9143105937760416,2.2086058866725344,0.9780617782267361
2022-05-28,65209855.53819445,7214620.7447092105,2.0379192307242437,0.9125196217274306,2.109656788282806,1.1333788305366548
2022-05-29,67833316.27083333,7614205.072890623,1.9853767940892877,0.9292227852895834,1.9704811933722286,1.1775913051638889
2022-05-30,70428973.7048611,8315213.236258896,2.182360608011839,0.9254537436732638,2.1854110066803765,1.0245209109965279
2022-05-31,66110327.51736111,8089755.6161228055,2.244382884747889,0.8721100380253471,2.4031366422361446,1.003897481035764
2022-06-01,69728164.9548611,8627771.320056356,2.156647954725909,0.8959242522152778,2.147053780802341,0.9650100297687499
2022-06-02,71289229.77777778,8763073.345449897,1.8144907751284092,0.9037243622791666,1.8131473931625846,1.060726258126736
2022-06-03,69599506.71527778,8486056.433170129,1.9319417624117203,0.9024888001631945,1.8687317215336219,1.0239523417371528
2022-06-04,81761093.5798611,10293035.891241627,1.8023874183158872,0.9115010610611112,1.9132456719503723,1.0940233030288193
2022-06-05,75099582.0451389,9426089.323101882,1.9683076641601862,0.9168282510111112,2.050419841766475,1.0486918108010417
2022-06-06,77609519.82291667,10217234.233863136,1.7883438373090053,0.9074597884857639,1.8841763122897979,1.1035764728104167
2022-06-07,69350576.74305555,8443098.669271002,2.275010338597898,0.8492675612343751,2.4058398651288186,0.9931033478489584
2022-06-08,62846337.39930555,7651810.876733616,2.064422188009235,0.8905613059329861,2.1901844160209993,1.0074112962482638
2022-06-09,64665645.215277776,7782384.61934445,2.099038565895453,0.8827994287552083,2.264504453368561,1.0474363075729167
2022-06-10,66240662.82638889,7727287.539357568,2.25019432291736,0.8855006870399306,2.3851855249883043,1.0498536213027778
2022-06-11,65824035.729166664,7266722.936606492,2.26497279217938,0.8905221471114584,2.3968874532113635,1.1556137143381944
2022-06-12,63677774.13888889,6393925.792122435,2.3561550712551753,0.8448129437256945,2.390576275177227,1.1483607476225695
2022-06-13,71423282.27083333,6576742.055844266,2.2157499902293925,0.8888054838541666,2.2114793959738503,1.026260186529861
2022-06-14,72560868.2013889,6779026.1247206535,2.240020654246793,0.9395793517739582,2.250636081057971,1.086927169057986
2022-06-15,75297243.9375,6941867.998987467,2.21012425665618,0.8790133604815973,2.2846984576371554,1.0559116857069446
2022-06-16,77521325.84027778,7441552.220761672,2.3468323629288568,0.8674275616496527,2.3436437163374837,1.028689194836111
2022-06-17,81220834.96875,7680012.540186929,2.150513226665934,0.8750445276152778,2.3630316557852447,1.1180646496923612
2022-06-18,83783544.69791667,7466783.856364259,2.034662250485383,0.8932327024555556,2.1710053269549263,0.9756694849885417
2022-06-19,80513252.7048611,7147646.391517551,1.9996707167392387,0.8982103490937501,2.2255878853700817,1.0967670850458333
2022-06-20,79342528.41319445,7304421.561817944,2.1174717165317762,0.8754113836819444,2.217862744724521,1.036824907417014
2022-06-21,69559497.85069445,6678139.120272795,2.164802142198157,0.8877177908652778,2.3611641019032685,1.0618703438621528
2022-06-22,58944060.48263889,5490720.041822366,2.2951231523407625,0.9514000749097222,2.3779217820203282,1.037114468525
2022-06-23,67853131.2361111,6489235.926754329,2.2674716745053125,0.9576432520364584,2.4353704883495246,1.1215977559263888
2022-06-24,70504731.55555555,7063099.007276096,2.1860371005620163,0.9627152984492228,2.3510612118732186,1.1389027563309027
2022-06-25,71644796.98958333,7299362.431487203,,,2.4170978783190713,1.1266472214649306
2022-06-26,69643622.8576389,7183718.664571919,,,2.6385678574645457,1.0410336369805555
2022-06-27,86962881.375,9222974.143071411,2.256341311075692,0.9727860322916667,2.1614177163654897,1.0642387765350696
2022-06-28,153127396.10416666,17035322.555874128,,,1.3186782011329161,1.0536335506677084
2022-06-29,116733343.54166667,11907465.103958633,,,2.5711253090213955,1.028274766926736
2022-06-30,97897948.60416667,9327306.626301501,,,2.585075704269805,1.056652641139236
2022-07-01,86850848.01041667,8312662.484714993,,,2.935818298032086,1.0874793891364583
2022-07-02,88368380.14583333,8539640.009766731,,,2.6287909122485162,1.115214987359375
2022-07-03,82252929.96875,8010854.972102521,,,2.481897446208359,1.0481682050621528
