date,oi,oi_value,toptrader_acc_ls,toptrader_pos_ls,global_acc_ls,taker_ls
2023-05-05,6708575344.64045,22747875.865049064,1.313565842542973,0.9608771171426967,1.4513883318624416,1.0187257306696629
2023-05-06,12986792191.600695,37523458.52984035,1.5631342986264485,1.0525132070055556,1.4971837784514128,1.0098469895468751
2023-05-07,16738121111.54861,45391793.777721144,1.3163733250815604,0.9494994522604165,1.3806620112760422,1.0370496471746526
2023-05-08,21393539498.40972,46077915.1889575,1.9574394067680834,0.9587775221361111,1.7969523236481697,1.0111916444565974
2023-05-09,24040704797.24653,46275811.873552114,1.4960494388109151,0.9276985119822917,1.5298722661634345,1.0510891585694444
2023-05-10,23377803652.09375,44867763.021445036,1.617387329114977,0.968441835015625,1.6992193079098883,1.043639458264236
2023-05-11,32453474988.25347,51200926.5784985,2.1451906441229536,0.9598223031892361,1.968003402196833,1.0163284516125
2023-05-12,40375443123.451385,52339340.118766755,1.4377964242371843,0.9836751202913194,1.3920400921824223,1.0270525957166667
2023-05-13,35417139166.0625,63041099.82687744,0.9527161379714061,1.0003054857277778,1.0129135990880564,1.0363056402722224
2023-05-14,40212265729.861115,73656857.60479972,0.8794009384400054,0.9817176440746527,0.9143120205056512,1.034452547273611
2023-05-15,38354018037.78472,64964103.68700867,1.2695082547827348,0.9674003585586806,1.3116195616190878,1.0290623434097224
2023-05-16,39286840077.36806,66512612.937934436,1.395758537354425,0.9268396163434028,1.5442219362997402,1.0165393226819444
2023-05-17,43612125369.263885,69241996.28166443,1.8043137374319573,0.9331640849145832,1.8960417936150984,1.0138348451746528
2023-05-18,39213602814.81944,61661272.829694934,1.7741918686666303,0.934750872178125,1.8363284031098703,1.0185771044114584
2023-05-19,43982014872.197914,67027431.591907315,2.141254784605361,0.924364792565625,2.2543298937444125,1.0062674205947917
2023-05-20,46690235362.15278,75026245.71977648,1.630521953520759,0.9407325389836806,1.7804020480009615,1.03522030129375
2023-05-21,42610177832.135414,71255569.17860074,1.4137880759223922,0.9822202319815972,1.4386028036765452,1.0319346903152777
2023-05-22,43549833245.010414,67610002.8704221,2.26448366591638,0.9669111775416668,2.4243629084362497,1.0182998755072916
2023-05-23,41561576066.645836,65939712.896488875,2.0290599942594496,0.9488989102357639,2.360697119168732,1.024716007017361
2023-05-24,40289548719.520836,59575235.709301,2.64343506198835,0.9776512680850694,2.70544711428441,1.004371514585764
2023-05-25,34681765395.642365,49291675.47973698,2.622458150564984,0.9744931054659722,2.751509086915608,1.0393673926819444
2023-05-26,37443651572.520836,54087751.06819849,2.3136826556654015,0.9358498388048611,2.4464379943533907,1.0455258426121528
2023-05-27,39192134204.99653,58322209.15400335,2.015253797064739,0.9567163106256944,2.170189766018196,1.0360783713989583
2023-05-28,38221448517.375,56465858.65736874,2.42825603733895,0.9535991347666667,2.5291835788993025,1.0662154645395834
2023-05-29,37938076416.677086,55070858.07519126,2.836408986384855,0.9559798115027777,3.009309043384434,1.026661492195139
2023-05-30,38162490590.41319,52159063.91637656,3.2511100455290034,0.9199009648631945,3.3825547926787185,1.0433770240267362
2023-05-31,37318341639.86806,46726859.96853438,3.1302509704768653,0.9196945239447918,3.1245334127509734,1.0488315259670138
2023-06-01,36299980282.673615,45939207.99490301,3.1149249564756336,0.9170222700461805,3.4055539790449694,1.0351600424350693
2023-06-02,36408496439.076385,45972749.36258416,3.3123880848620235,0.9090013092697917,3.6924981837951205,1.0624210921302084
2023-06-03,36847100701.541664,47786183.63683767,3.275091381065183,0.9273836038743055,3.508685928428788,1.054338356484375
2023-06-04,37074811619.97569,46988282.98148041,3.3834891758439007,0.93117964936875,3.5896786607103035,1.0595529437173612
2023-06-05,38137455487.60069,43250814.327639215,3.4750663887895263,0.9700440339600694,3.5918506823139373,1.0379609818565971
2023-06-06,40173380104.44444,43658444.00683293,2.7566760652109927,1.0575471537704861,3.0280752614765993,1.057708621751389
2023-06-07,42573127564.72222,47796712.77149429,2.107549370011512,1.162138094945139,1.9675661371092674,1.032230549001389
2023-06-08,40054758312.34722,43380495.492229514,2.3465419343632727,1.0903501530364583,2.5522359380816564,1.056612117667361
2023-06-09,43903595103.201385,49633071.580478944,1.9578391158561546,1.0934109693041667,2.08899051239705,1.0442955180524305
2023-06-10,33324973141.81597,32077565.388267603,2.3832855122873067,1.0715772762114584,2.480692397280583,1.0254855237576388
2023-06-11,33051944479.03125,30541161.06357948,2.5257833226622983,1.069516748739236,2.9071933076970513,1.0393561245614584
2023-06-12,33994375996.09722,30627054.38665202,2.4724495373649438,1.1067930061086804,2.7376409049650965,1.019362344825
