date,funding_sum,funding_mean,n
2026-04-22,5.519e-05,2.7595e-05,2
2026-04-23,0.00016204000000000001,5.401333333333334e-05,3
2026-04-24,0.00030000000000000003,0.0001,3
2026-04-25,0.00012534,4.1779999999999996e-05,3
2026-04-26,0.00015261000000000002,5.0870000000000006e-05,3
2026-04-27,-0.00012239,-4.079666666666667e-05,3
2026-04-28,-0.00018078000000000001,-6.026e-05,3
2026-04-29,-1.5629999999999998e-05,-5.209999999999999e-06,3
2026-04-30,-0.00019018000000000003,-6.339333333333334e-05,3
2026-05-01,0.00016147,5.382333333333334e-05,3
2026-05-02,0.00016327,5.442333333333333e-05,3
2026-05-03,4.747000000000003e-05,1.5823333333333345e-05,3
2026-05-04,0.0002295,7.65e-05,3
2026-05-05,0.00010553000000000001,3.517666666666667e-05,3
2026-05-06,0.00028240000000000003,9.413333333333335e-05,3
2026-05-07,2.248e-05,7.493333333333334e-06,3
2026-05-08,0.0002942,9.806666666666666e-05,3
2026-05-09,0.00023244999999999999,7.748333333333332e-05,3
2026-05-10,0.00019608,6.536e-05,3
2026-05-11,0.00022281000000000002,7.427e-05,3
2026-05-12,0.00030000000000000003,0.0001,3
2026-05-13,-5.6960000000000004e-05,-1.898666666666667e-05,3
2026-05-14,2.676e-05,8.920000000000001e-06,3
2026-05-15,1.1050000000000004e-05,3.6833333333333346e-06,3
2026-05-16,-2.5369999999999996e-05,-8.456666666666665e-06,3
2026-05-17,0.00012791000000000001,4.263666666666667e-05,3
2026-05-18,0.00026041,8.680333333333332e-05,3
2026-05-19,8.966e-05,2.988666666666667e-05,3
2026-05-20,8.997000000000001e-05,2.9990000000000003e-05,3
2026-05-21,-8.234e-05,-2.7446666666666666e-05,3
2026-05-22,0.00010917000000000001,3.639e-05,3
2026-05-23,-0.00012582,-4.194e-05,3
2026-05-24,-0.00010125,-3.375e-05,3
2026-05-25,0.00011812,3.937333333333333e-05,3
2026-05-26,0.00020816,6.938666666666667e-05,3
2026-05-27,0.00028115,9.371666666666666e-05,3
2026-05-28,-0.00031808,-0.00010602666666666666,3
2026-05-29,-0.00039141999999999996,-0.00013047333333333333,3
2026-05-30,-8.886000000000001e-05,-2.9620000000000004e-05,3
2026-05-31,0.00016906,5.6353333333333335e-05,3
2026-06-01,-1.8099999999999945e-06,-6.033333333333315e-07,3
2026-06-02,-2.623999999999998e-05,-8.74666666666666e-06,3
2026-06-03,-7.220000000000002e-06,-2.406666666666667e-06,3
2026-06-04,-0.0007054800000000001,-0.00023516000000000002,3
2026-06-05,-0.00028220999999999997,-9.406999999999999e-05,3
2026-06-06,-0.0007724,-0.00025746666666666667,3
2026-06-07,-0.00062049,-0.00020683,3
2026-06-08,-0.00043001,-0.00014333666666666665,3
2026-06-09,-0.00020498,-6.832666666666666e-05,3
2026-06-10,-1.868e-05,-6.226666666666667e-06,3
2026-06-11,-0.0003704,-0.00012346666666666667,3
2026-06-12,0.0001853,6.176666666666667e-05,3
2026-06-13,0.00011668,3.8893333333333336e-05,3
2026-06-14,0.00025255000000000004,8.418333333333335e-05,3
2026-06-15,-0.00013775000000000001,-4.5916666666666674e-05,3
2026-06-16,-0.00046548,-0.00015516,3
2026-06-17,-4.015e-05,-1.3383333333333333e-05,3
2026-06-18,-0.00014852,-4.9506666666666665e-05,3
2026-06-19,-0.0001049,-3.4966666666666665e-05,3
2026-06-20,-0.00027614,-9.204666666666667e-05,3
2026-06-21,-3.848000000000001e-05,-1.282666666666667e-05,3
2026-06-22,0.00020138000000000003,6.712666666666668e-05,3
2026-06-23,0.00018004,6.001333333333333e-05,3
2026-06-24,9.344e-05,3.1146666666666664e-05,3
2026-06-25,9.544000000000001e-05,3.1813333333333336e-05,3
2026-06-26,0.00014185,4.7283333333333335e-05,3
2026-06-27,0.00012595,4.1983333333333335e-05,3
